"eventenglishtitle","eventarabictitle","eventarabicorganizername","eventenglishorganizername","eventstartingdate","eventendingdate","introductiondate","locationinarabic","locationinenglish","eventlogo","eventcategory","maplocationlongitude","maplocationlatitude","createddate","typeofevent"
"stage +1","منصة +1","المهندس محمد عبدالفتاح عمر","ENG.Moahmmed Abdulfatah","09/09/2018 00:00:00","09/09/2018 00:00:00","09/09/2018 00:00:00","الشارقة","sharjah","/StagingImages/EventsImages/1536045420992.png","","55.52225229999999","25.3017528","09/04/2018 00:00:00","الفنون والثقافة"
"stage +1","منصة +1","المهندس محمد عبدالفتاح عمر","ENG.Moahmmed Abdulfatah","09/09/2018 00:00:00","09/09/2018 00:00:00","09/09/2018 00:00:00","الشارقة","sharjah","/StagingImages/EventsImages/1536045420992.png","","55.52225229999999","25.3017528","09/04/2018 00:00:00","إجتماعي"
"stage +1","منصة +1","المهندس محمد عبدالفتاح عمر","ENG.Moahmmed Abdulfatah","09/09/2018 00:00:00","09/09/2018 00:00:00","09/09/2018 00:00:00","الشارقة","sharjah","/StagingImages/EventsImages/1536045420992.png","","55.52225229999999","25.3017528","09/04/2018 00:00:00","حملات توعية"
"Back to School CSR Activity by Rotana, Jumeira Rotana and Villa Rotana","نشاط العودة إلى المدرسة في المسؤولية الاجتماعية للشركات من قبل روتانا والجميرة روتانا وفيلا روتانا","روتانا والجميرة روتانا وفيلا روتانا"," Rotana, Jumeira Rotana and Villa Rotana","09/17/2018 00:00:00","09/17/2018 00:00:00","09/16/2018 00:00:00","فندق برجمان أرجان","BurJuman Arjaan Hotel","/StagingImages/EventsImages/1536053207089.png","","55.3011417388916","25.251954457093237","09/04/2018 00:00:00","آخر"
"Friday Group Meditation","مجموعة  يوم الجمعة للتأمل","سانجاي ماهاريش","Heartfulness","09/14/2018 00:00:00","09/14/2018 00:00:00","09/14/2018 00:00:00","جي ال تي - كلستر - سي","JLT Cluster C","/StagingImages/EventsImages/1536476754162.png","","55.13912119999998","25.06904209999999","09/09/2018 00:00:00","الصحة والبيئة"
"United Nation World Data Forum","منتدى الأمم المتحدة للبيانات العالمي","ريسه الظاهري","Rayesa Aldhaheri","10/22/2018 00:00:00","10/24/2018 00:00:00","10/15/2018 00:00:00","مدينة الجميرا - مديناء السلام","Madinat Aljumeira","/StagingImages/EventsImages/1536652933375.jpeg","","55.18346599999995","25.1330986","09/11/2018 00:00:00","آخر"
"HFN Meditation Ramada Sharjah",".HFN التأمل - رامادا الشارقة","السيد صانال","Mr. Sanal","09/15/2018 00:00:00","09/15/2018 00:00:00","09/15/2018 00:00:00","أجنحة رمادا الشارقة","Ramada Suites Sharjah","/StagingImages/EventsImages/1536717806122.webp","","55.37214689999996","25.2984376","09/12/2018 00:00:00","احداث تجارية"
"HFN Meditation Ramada Sharjah",".HFN التأمل - رامادا الشارقة","السيد صانال","Mr. Sanal","09/15/2018 00:00:00","09/15/2018 00:00:00","09/15/2018 00:00:00","أجنحة رمادا الشارقة","Ramada Suites Sharjah","/StagingImages/EventsImages/1536717806122.webp","","55.37214689999996","25.2984376","09/12/2018 00:00:00","الصحة والبيئة"
"HFN Ramada Plaza Jumeirah","HFN رمادا بلازا جميرا","السيدة نادية","Mrs. Nadia","09/15/2018 00:00:00","09/15/2018 00:00:00","09/15/2018 00:00:00","رمادا بلازا جميرا بيتش","Ramada Plaza Jumeirah Beach","/StagingImages/EventsImages/1536719527617.webp","","55.13614830000006","25.0777402","09/12/2018 00:00:00","احداث تجارية"
"HFN Ramada Plaza Jumeirah","HFN رمادا بلازا جميرا","السيدة نادية","Mrs. Nadia","09/15/2018 00:00:00","09/15/2018 00:00:00","09/15/2018 00:00:00","رمادا بلازا جميرا بيتش","Ramada Plaza Jumeirah Beach","/StagingImages/EventsImages/1536719527617.webp","","55.13614830000006","25.0777402","09/12/2018 00:00:00","الصحة والبيئة"
"Volunteering Opportunity by Alexion Pharmaceuticals -  Maintenance","فرصة تطوع من شركة  اليكسيون للادوية - الصيانة","شركة  اليكسيون للادوية","Alexion Pharmaceuticals","09/27/2018 00:00:00","09/27/2018 00:00:00","09/26/2018 00:00:00","مؤسسة دبي لرعاية النساء و الاطفال","Dubai Foundation for Women and Children","/StagingImages/EventsImages/1536742208751.png","","55.50835847854614","25.156511280815376","09/12/2018 00:00:00","آخر"
"World Day of the Elderly","اليوم العالمي للمسنين","الجامعه القاسمية","University of Qassim","10/01/2018 00:00:00","10/01/2018 00:00:00","09/30/2018 00:00:00","الشارقة","sharjah","/StagingImages/EventsImages/1537287308287.jpeg","","55.51918569999998","25.2978915","09/18/2018 00:00:00","إجتماعي"
"Fruits","توزيع الفواكه","فريق بصمة زايد التطوعي","Team fingerprint Zayed Volunteer","10/27/2018 00:00:00","10/27/2018 00:00:00","10/26/2018 00:00:00","ام القيوين","Umm Al Quwain","/StagingImages/EventsImages/1537288789510.png","","55.51364330000001","25.40521649999999","09/18/2018 00:00:00","آخر"
"sandwiches","توزيع السندويشات","فريق بصمة زايد التطوعي","Team fingerprint Zayed Volunteer","11/03/2018 00:00:00","11/03/2018 00:00:00","11/02/2018 00:00:00","الشارقة","Sharjah","/StagingImages/EventsImages/1537289479994.jpeg","","55.270782800000006","25.2048493","09/18/2018 00:00:00","آخر"
"JLT Group Meditation","مجموعة جي ال تي للتأمل","سانجاي مهيريش","Sanjay Meherish","09/21/2018 00:00:00","12/28/2018 00:00:00","09/21/2018 00:00:00","برج جولد كريست التنفيذي ، كلاستر سي ، جي ال تي","Gold Crest Executive Tower, Cluster C, JLT","/StagingImages/EventsImages/1540105652494.png","","55.13912119999998","25.06904209999999","09/19/2018 00:00:00","الصحة والبيئة"
"Honoring","تكريم المتفوقين","مؤسسة الاوقاف وشؤون القصر","Al awqaf and minors affairs foundation","10/13/2018 00:00:00","10/13/2018 00:00:00","10/12/2018 00:00:00","دبي","Dubai","/StagingImages/EventsImages/1537332654090.jpeg","","55.270782800000006","25.2048493","09/19/2018 00:00:00","إجتماعي"
"volunteer in child protection department","تطوع في قسم حماية الطفل","أمل المري","amal almarri","09/20/2018 00:00:00","04/17/2019 00:00:00","10/02/2018 00:00:00","قسم حماية الطفل"," child protection department","/StagingImages/EventsImages/1537343489239.png","","55.271892200000025","25.2415484","09/19/2018 00:00:00","آخر"
"Activities for DFWAC Client by Rixos The Palm Dubai and Rixos Premium Dubai","أنشطة لعميل مؤسسة دبي لرعاية النساء و الاطفال من قبل ريكسوس النخلة دبي وريكسوس بريميوم دبي","ريكسوس النخلة دبي وريكسوس بريميوم دبي","Rixos The Palm Dubai and Rixos Premium Dubai","09/26/2018 00:00:00","09/26/2018 00:00:00","09/25/2018 00:00:00","مؤسسة دبي لرعاية النساء و الاطفال","Dubai Foundation for Women and Children","/StagingImages/EventsImages/1537436964222.png","","55.50835847854614","25.156511280815376","09/20/2018 00:00:00","آخر"
"Abu Dhabi Master Classes","صفوف ماستر أبو ظبي","السيدة إيندوماثى بالاسوبرامانيان","Mrs. Indumathy Balasubramanian","09/25/2018 00:00:00","09/27/2018 00:00:00","09/25/2018 00:00:00","1803 ، أبراج العين ، شارع حمدان","1803, Al Ain Towers, Hamdan Street,","/StagingImages/EventsImages/1537545674926.jpeg","","54.36229879999996","24.4890039","09/21/2018 00:00:00","الصحة والبيئة"
"Heros","أبطال","سوسن العبدالله","Sawsan alabdullah","10/05/2018 00:00:00","10/05/2018 00:00:00","10/01/2018 00:00:00","دبي / عود ميثاء","Dubai / oud meetha","/StagingImages/EventsImages/1537953197810.jpeg","","55.31864150000001","25.2263379","09/23/2018 00:00:00","الاعمال الخيرية"
"Arab agriculture day","يوم الزراعه العربي","بلدية الشارقة","Sharjah municipality","09/27/2018 00:00:00","09/27/2018 00:00:00","09/27/2018 00:00:00","حديقة الرمثا في الشارقة","Al-ramtha park","/StagingImages/EventsImages/1537855286308.jpeg","","55.42093169999998","25.3462553","09/25/2018 00:00:00","إجتماعي"
"Arab agriculture day","يوم الزراعه العربي","بلدية الشارقة","Sharjah municipality","09/27/2018 00:00:00","09/27/2018 00:00:00","09/27/2018 00:00:00","حديقة الرمثا في الشارقة","Al-ramtha park","/StagingImages/EventsImages/1537855286308.jpeg","","55.42093169999998","25.3462553","09/25/2018 00:00:00","الأسرة والأطفال"
"Heartfulness Days - GIIS Dubai","أيام القلب - GIIS دبي","السيدة سافيتا فيديا","Mrs. Savitha Vaidya","09/29/2018 00:00:00","11/17/2018 00:00:00","09/29/2018 00:00:00","المدرسة الهندية العالمية الدولية - دبي","Global Indian International School - Dubai","/StagingImages/EventsImages/1538036934270.jpeg","","55.215159200000016","25.0744832","09/27/2018 00:00:00","الأسرة والأطفال"
"The final day of the Legal Awareness Ambassadors program","اليوم الختامي لبرنامج سفراء الوعي القانوني","مكتب عدنان محمد الحمادي للمحامة والإستشارات القانونية","adnan mohamed alhammadi advocates & legal consultancy","10/06/2018 00:00:00","10/06/2018 00:00:00","10/06/2018 00:00:00","الشارقة","Sharjah","/StagingImages/EventsImages/1538474676110.jpeg","","55.463690499999984","25.3487825","10/02/2018 00:00:00","إجتماعي"
"The final day of the Legal Awareness Ambassadors program","اليوم الختامي لبرنامج سفراء الوعي القانوني","مكتب عدنان محمد الحمادي للمحامة والإستشارات القانونية","adnan mohamed alhammadi advocates & legal consultancy","10/06/2018 00:00:00","10/06/2018 00:00:00","10/06/2018 00:00:00","الشارقة","Sharjah","/StagingImages/EventsImages/1538474676110.jpeg","","55.463690499999984","25.3487825","10/02/2018 00:00:00","إجتماعي"
"The final day of the Legal Awareness Ambassadors program","اليوم الختامي لبرنامج سفراء الوعي القانوني","مكتب عدنان محمد الحمادي للمحامة والإستشارات القانونية","adnan mohamed alhammadi advocates & legal consultancy","10/06/2018 00:00:00","10/06/2018 00:00:00","10/06/2018 00:00:00","الشارقة","Sharjah","/StagingImages/EventsImages/1538474676110.jpeg","","55.463690499999984","25.3487825","10/02/2018 00:00:00","حملات توعية"
"Blood Donation","حملة التبرع بالدم","فيديكس اكسبريس مع مستشفى لطيفة","FedEx Express","10/09/2018 00:00:00","10/09/2018 00:00:00","10/03/2018 00:00:00","مكتب فيديكس بالقرهود","Garhoud FedEx Office","/StagingImages/EventsImages/1538487407108.png","","55.25388106558398","25.098988942908292","10/02/2018 00:00:00","آخر"
"Brother Sewing Hope","براذر خياطة للأمل","أندرو هوبسون","Andrew Hobson","10/26/2018 00:00:00","10/26/2018 00:00:00","10/26/2018 00:00:00","تايمز سكوير سنتر دبي","Times Square Center Dubai","/StagingImages/EventsImages/1539782229252.jpeg","","55.21991460000004","25.13963469999999","10/02/2018 00:00:00","الشركات والأحداث"
"Spend day with the elderly at the Thuker Social Club, and have fun time (This initiative for FedEx volunteers only)","تناول وجبة الفطور وقضاء يوم من الانشطة المرحة مع كبار السن في نادي ذخر ( الفعالية خاصة لمتطوعين شركة فيديكس فقط)","بشرى الفردان من قبل شركة فيديكس","Bushra Al fardan from FedEx Express","10/25/2018 00:00:00","10/25/2018 00:00:00","10/24/2018 00:00:00","نادي ذخر لكبار السن","Thuker Social Club","/StagingImages/EventsImages/1538639642032.jpeg","","55.199043500000016","25.1032118","10/04/2018 00:00:00","إجتماعي"
"Bake Sale","بزار المخبوزات لجمع التبرعات","سلطة واحة دبي للسيليكون","Dubai Silicon Oasis Authority","10/10/2018 00:00:00","10/10/2018 00:00:00","10/10/2018 00:00:00","المبنى الرئيسي للواحة","Dubai Silicon Oasis Authority headquarters","/StagingImages/EventsImages/1538991496536.jpeg","","55.37949200000003","25.124254","10/08/2018 00:00:00","إجتماعي"
"Bake Sale","بزار المخبوزات لجمع التبرعات","سلطة واحة دبي للسيليكون","Dubai Silicon Oasis Authority","10/10/2018 00:00:00","10/10/2018 00:00:00","10/10/2018 00:00:00","المبنى الرئيسي للواحة","Dubai Silicon Oasis Authority headquarters","/StagingImages/EventsImages/1538991496536.jpeg","","55.37949200000003","25.124254","10/08/2018 00:00:00","الشركات والأحداث"
"Bake Sale","بزار المخبوزات لجمع التبرعات","سلطة واحة دبي للسيليكون","Dubai Silicon Oasis Authority","10/10/2018 00:00:00","10/10/2018 00:00:00","10/10/2018 00:00:00","المبنى الرئيسي للواحة","Dubai Silicon Oasis Authority headquarters","/StagingImages/EventsImages/1538991496536.jpeg","","55.37949200000003","25.124254","10/08/2018 00:00:00","الاعمال الخيرية"
"Bake Sale","بزار المخبوزات لجمع التبرعات","سلطة واحة دبي للسيليكون","Dubai Silicon Oasis Authority","10/10/2018 00:00:00","10/10/2018 00:00:00","10/10/2018 00:00:00","المبنى الرئيسي للواحة","Dubai Silicon Oasis Authority headquarters","/StagingImages/EventsImages/1538991496536.jpeg","","55.37949200000003","25.124254","10/08/2018 00:00:00","احداث تجارية"
"Bake Sale","بزار المخبوزات لجمع التبرعات","سلطة واحة دبي للسيليكون","Dubai Silicon Oasis Authority","10/10/2018 00:00:00","10/10/2018 00:00:00","10/10/2018 00:00:00","المبنى الرئيسي للواحة","Dubai Silicon Oasis Authority headquarters","/StagingImages/EventsImages/1538991496536.jpeg","","55.37949200000003","25.124254","10/08/2018 00:00:00","حملات توعية"
"Gitex 2018","جايتكس 2018","قسم التطوع في هيئة تنمية المجتمع"," Volunteer Section at CDA","10/14/2018 00:00:00","10/18/2018 00:00:00","10/14/2018 00:00:00","مركز دبي التجاري العالمي","Dubai World Trade Centre","/StagingImages/EventsImages/1538991024718.jpeg","","55.28880630000003","25.2271847","10/08/2018 00:00:00","معرض"
